X1,X2,Y
26.713852,28.44620602,25.83643137
13.18011867,25.75366663,29.39941736
25.42092665,22.96630736,29.89846452
18.23472856,30.31728291,39.06092067
23.7254287,28.80221522,29.93312778
16.34175705,35.39141193,36.65962097
26.87088058,26.61060207,18.36685229
12.48272711,30.21146287,27.23562953
27.08417977,28.37136692,21.24510565
23.67271222,20.38712292,21.62502504
23.887036,27.84828395,16.48302998
24.40119886,22.04112912,26.79381832
14.43371519,14.72361112,25.8234662
18.99514782,23.49258248,25.88970704
21.9594906,21.1353692,18.69896649
19.90190852,22.10335745,18.25123675
31.42008112,24.37132188,32.38861092
16.66330726,24.35724953,34.16588767
20.40326262,30.29834475,37.22591192
13.45038348,16.21044368,27.10790585
23.74348141,35.47406512,29.16140882
9.075066016,27.71994964,27.29381821
23.97972727,22.92098206,37.17890411
26.19484623,22.91513694,32.94733176
21.43662645,28.90234864,28.13998526
9.959479665,19.42170141,26.10814914
21.24648421,21.68854022,26.16821799
31.83692457,27.81382354,31.61905127
14.03061449,25.98742666,22.98845636
31.51594889,35.65252221,24.20665032
17.63476989,24.91961352,33.90978973
27.85291574,25.49144717,36.6462014
22.21107529,24.16805858,39.23155295
19.7930572,22.96582989,36.82356929
28.1560158,23.06187608,33.72382761
16.92298012,44.00331025,43.09263154
17.02967527,24.72360306,39.11265978
8.435512626,28.19814417,36.49590001
18.48457539,32.14417428,35.17908081
19.79632061,27.65499818,25.9368751
15.58316466,29.48356678,23.95397421
14.71617559,24.29104166,40.24225117
25.93189334,28.64711463,37.49779264
18.0562939,35.67387139,24.34808618
23.89984585,23.97441354,23.70486875
21.25415204,25.06869403,21.32310796
12.94935271,18.16896331,25.54088757
24.16238685,29.87162921,29.5338816
26.05605578,24.84717172,44.48197648
18.51588197,23.55269124,22.36837452
26.83782057,21.77463065,36.68768464
26.4016074,33.07682307,27.35455353
19.90114637,36.3098005,32.54677408
21.66672381,16.91258736,25.09159932
11.28283768,37.51330915,35.98992997
24.78589741,27.22041434,37.39663039
31.04469138,31.42373868,43.13334558
30.04596994,23.55645264,25.35762182
36.78549818,30.65135906,33.85414447
30.55365841,30.35713523,34.62433959
27.67186882,30.46070704,28.69117404
22.10329477,30.37135882,31.86148412
25.85853268,26.18049529,23.47172313
21.86027631,23.29835272,22.20462763
21.55010615,16.39317289,26.82077354
20.43917417,24.21612478,30.61369081
30.86429196,27.74317707,37.44863692
27.78824152,23.93738361,23.47038568
24.61605014,27.1365842,25.4628602
25.43155205,25.82581254,37.51239276
16.99848363,30.18221189,33.27226078
15.9713933,15.82306094,31.14898719
17.3143877,24.5671578,29.11631769
23.36885788,26.7570648,30.59503106
19.88337757,23.15917672,29.34389078
29.28484264,36.97334359,44.67599875
22.63050182,24.41575149,29.37032752
21.49771875,17.93477631,34.89021879
15.81557883,19.09833571,36.15981295
19.14933202,25.60662756,39.29891353
20.28309448,28.97151891,35.79263816
28.08329688,31.26863257,36.50524559
21.48003525,13.78128084,39.2851825
21.81145093,20.08024675,25.1654449
20.76793418,22.66046118,31.01331977
25.29399111,32.29917303,43.52159417
23.34753621,32.05758866,37.01613461
25.70578405,33.28967128,33.05988746
30.00143005,13.7472274,38.04921687
15.56657637,20.07406653,38.27868656
11.87737612,31.17594273,29.07876943
31.97063785,22.32176098,30.6818158
15.37799134,24.911364,25.56000535
25.71669783,20.49333833,37.32867413
19.37336646,21.06602753,18.29305549
25.42042133,26.61391741,30.51764539
23.06080145,29.6681282,43.03223687
17.73497185,38.53629877,30.25577618
28.08423078,33.46881211,31.43878648
18.70300023,21.11333971,41.51938822
30.79903233,24.40998712,38.23512947
14.52942137,19.9413126,41.21165467
33.54393555,30.66562901,21.21471411
28.52712555,21.27697386,15.96577406
21.53501401,11.11247066,27.08007917
13.83887021,21.96015082,23.55355852
15.47517952,20.50882146,22.80471131
15.58363048,26.51896496,26.52003066
28.96840801,42.61740677,45.34869505
22.68954497,27.40877085,35.68734683
32.03973915,25.89405538,31.71314768
13.24133315,30.40585634,30.07503767
19.33136549,22.72040881,30.64070191
26.57325211,28.38060386,36.82161803
23.13274008,17.39608609,34.23833956
17.7587853,12.05993479,24.39023815
19.37385764,36.43757588,40.61977285
21.93791346,17.63549371,31.57767208
9.761379745,25.42873093,33.72498787
11.81494841,22.7496772,27.49936373
12.3246008,18.97326975,33.78681065
19.31531511,22.5015947,27.37262252
18.49412796,30.43270024,32.65317572
9.485411581,29.64322456,38.59596238
15.97817947,17.52702143,44.06129715
17.62360088,20.4354941,41.36089285
8.310573657,20.32258524,32.12038953
28.30200222,24.77490242,34.64872864
29.86115069,34.43584444,39.35065073
25.35231973,26.64346481,33.65596953
25.6739078,34.51950037,40.12086398
18.76738835,23.77016059,40.27614519
18.13295479,34.16514846,32.46628419
23.59895756,29.35705142,32.6145961
25.73132752,29.50255289,25.61295379
24.29766065,27.69490585,29.12673907
32.30319899,34.16290057,31.56016226
19.13385646,27.03625565,30.11105164
24.55005202,24.07291041,44.47011087
19.27207329,29.25292229,31.40748078
24.08254207,39.74624918,35.52020604
19.95021996,28.29521849,39.63130065
20.99917851,18.52668325,32.03916498
20.10054861,20.45162548,34.20455036
7.453183435,22.61943048,27.25655953
28.42364837,19.25352697,28.42961863
22.66501699,29.36777,40.33182917
21.15839544,15.95072664,39.3047404
19.14419707,24.35021894,29.41824773
22.85423675,20.36323087,30.45421604
12.32478385,25.86681788,38.52168343
30.45298637,35.09702208,37.50310792
37.6434967,30.88024402,38.58995912
18.36988277,27.80541928,18.20090038
27.29626168,34.56353677,35.43262835
22.95699593,23.59215881,32.34568145
20.39453538,21.9599474,30.29072085
21.49039723,31.54741395,34.86616665
17.68813532,33.40592387,40.07148253
21.67292013,24.13339985,26.43846826
25.72416433,24.32084872,35.26990912
21.39466679,39.3322063,39.38642465
22.69994735,25.84863628,32.26424462
16.06036228,25.69290378,29.21374616
18.62541495,30.14989161,40.13110419
23.58263946,23.76691429,32.66703991
23.66715942,18.28403598,40.37031706
25.18552206,18.76545485,40.10778486
10.89468809,25.11039285,33.52815872
18.38345845,20.64562335,36.74429561
14.3876053,23.35992318,32.55469089
29.5442699,17.38913268,24.57938717
14.85755109,21.54089284,28.79323388
25.57522681,14.72548686,24.26061903
19.06028094,29.82783374,26.71033528
21.21053567,22.79872956,39.11286378
10.73726216,30.013845,22.64533892
13.67099393,28.81659266,33.84739676
17.54362336,31.01060324,29.75814605
15.23811876,23.32161376,34.66946573
16.66630692,19.62519416,23.59409012
10.63299588,25.09360562,24.09545531
16.56901081,30.70053704,31.90505451
14.63928606,13.5737031,20.70816441
26.84806728,29.40495116,28.75871763
25.99652055,36.93782907,42.12064412
9.694031625,24.03565813,32.70164778
15.57941363,29.75719536,33.70532145
10.83462295,23.5225168,29.11301177
12.59191201,25.92126599,26.13121469
23.00058431,23.19978219,36.11189611
23.36565825,22.29880229,35.610278
14.19420827,22.96864542,34.27653689
11.42305978,22.30708002,37.22558999
30.56811186,28.94685811,28.86438937
12.32877025,25.85526536,22.21696901
18.33400474,16.76336857,46.31311434
21.85581447,33.87479021,25.44582587
29.13173122,25.50454735,31.6059003
19.24003987,20.73274721,36.3945726
29.22403834,28.78690561,23.48065502
14.6598179,25.71137057,41.53135464
32.79474987,26.06326341,23.49079059
26.50866177,24.30698009,21.842894
17.20445319,32.37091694,36.79619286
16.01430625,23.89776494,29.27975755
23.37792066,19.99604819,31.75035504
19.29791928,35.07005449,19.11314182
28.74370757,29.05966732,28.94724321
16.4098014,32.49801895,32.0125184
23.05799571,34.23962144,31.66212129
11.36621987,16.52698876,28.38901649
25.07039572,36.46564603,36.24714189
13.63590129,36.02178741,27.84671066
22.04710198,25.10395139,35.34859814
13.13785986,21.04309589,25.2341898
8.610832786,17.26196017,23.53142488
11.80725928,11.51662101,25.03682723
22.56776631,29.58933046,34.08341987
19.53874836,18.4382218,35.07362507
25.00523,22.657218,32.53891632
21.43374512,24.5988367,36.19095988
21.0057506,23.22646782,32.63506772
19.74365465,22.92110791,32.23244846
22.00443537,30.71739078,15.83395859
25.0932324,35.30388793,35.37639314
25.06274634,20.14719718,39.36099995
10.21940753,10.8604702,27.55029293
14.10245878,22.13109148,34.18807281
23.45223067,24.34789936,18.48804385
13.59754085,14.91760447,18.26259082
23.15574562,21.80675143,20.6774082
18.75374269,32.08669742,32.8866678
5.667635346,19.65943865,19.71546849
16.09820327,20.07308719,30.70234407
24.96557228,31.14130392,28.81852478
24.24412338,24.31022111,33.42807704
16.26995041,23.97408561,25.22282577
28.44279008,31.73783812,43.25431668
26.73441345,26.06842023,34.52246134
19.42617223,32.79110122,27.7114774
21.70656144,36.15177199,25.79595405
26.09276841,13.94327008,36.31165744
30.67267924,38.12373055,33.55917909
23.72204513,24.83362245,41.61475821
25.65245969,24.67894772,40.50688922
22.63957385,21.60101711,32.1047762
28.81109401,29.40731903,26.63112023
17.86598792,26.57252022,30.51059574
13.47045162,25.38116088,23.59933527
20.95187165,27.85429239,26.48907676
13.68703294,31.67086159,19.4597328
20.38423234,26.9701095,33.44955431
17.95674534,27.69866606,31.90327516
14.06053667,25.3276099,27.57374265
18.10038493,32.99365677,23.50602896
20.38079128,47.42670148,41.59076043
19.08774048,21.61075213,24.12861825
22.58395789,35.41266769,33.17402701
9.100000444,22.13973161,27.44287975
11.86099875,16.90227099,32.01245064
21.21234276,27.50891035,24.19206796
21.50465882,30.95391274,32.73937362
32.29672742,31.14587418,38.24972334
13.925892,30.13553974,34.12879661
24.73622006,36.87961388,39.5400147
27.91554309,27.55751257,27.7612888
21.51625325,40.0785298,32.83462953
22.59335092,17.9856507,19.21879574
32.95114289,41.84242094,40.54339923
27.22833457,26.90075698,28.83275566
25.43553954,29.38566529,32.26172432
17.72630828,26.93983996,32.1473721
19.28569044,27.83875666,30.24437134
10.39652415,29.08716497,35.93089155
26.30321438,23.58536769,31.0800636
25.08217286,19.15696516,20.80361535
22.83253949,30.6120018,25.02409633
22.31871158,24.73108213,16.80214672
15.67998842,27.51402371,26.59513691
35.5545782,42.08644071,35.13468759
17.38991327,25.11827748,39.05584258
20.70913801,20.45349756,27.66042799
30.50164977,31.92550954,20.23426917
29.38051946,14.43847942,30.81074354
17.13671682,24.01609834,32.7308284
18.89479793,21.76867385,33.23570599
13.53284813,17.71398111,22.25174538
24.39723821,23.8054754,35.13939954
23.11240703,30.12005301,33.93383848
27.73443257,34.67429709,37.39893447
27.1348695,25.2022441,29.15790084
18.47433965,18.37359651,32.43795903
11.90538545,23.62355171,31.95382878
14.34437452,19.06370054,32.7626478
20.62277226,28.97219069,29.61180668
26.97832979,30.45715689,36.99346103
25.93551414,23.49461089,22.09960587
21.062921,32.78203198,38.91388451
19.78699179,20.99220957,28.9921173
7.82953482,20.2244982,28.78151757
29.48812856,29.22218088,28.55288691
14.62085664,22.95106048,25.72837962
16.90970088,21.5416311,29.17040684
19.6067737,24.82358581,32.29744034
25.71712542,31.42315783,24.77897097
30.47041548,37.24206346,28.31770363
7.670937883,19.60358598,33.1821033
22.06257124,16.07863349,33.89006363
28.31806704,28.77223897,33.99061771
31.06039914,24.0914547,36.11438342
18.62204838,21.26591762,26.55936999
24.82485714,24.54295823,26.77097577
24.62692893,26.54697519,29.88903532
18.35149155,33.87731284,38.61355719
30.264358,33.5178586,36.43377881
24.89084535,27.05851495,32.99915681
25.08488593,35.59910114,34.48716289
27.78845703,24.57956987,22.90426293
12.71372048,22.38185744,39.82545071
13.8855684,19.82349735,29.52756763
25.35366607,24.86131116,41.2122452
30.68480298,25.95662694,32.07966612
13.07421586,24.69155815,34.43434758
19.49161587,19.60776414,37.88397319
19.87531353,28.09827131,35.25297344
22.72263789,37.68153719,37.73762516
19.40534241,45.2585321,37.94630244
23.30999805,31.88066926,33.30181978
19.77763988,32.34335546,33.94724154
26.97267631,40.67220641,42.36068812
16.61660719,29.14340339,38.93940917
16.88453681,24.69865396,33.30313825
15.550654,33.26028085,29.13147548
12.46946074,19.65808198,28.73313594
10.32700147,18.46580846,24.55515131
24.46722103,14.44350715,35.19721147
35.40443592,22.93406106,31.39792551
15.96278064,28.43609633,28.22855741
28.98312772,34.60801749,24.88792667
15.0471606,22.2687815,32.55925071
21.19309906,25.79419271,30.48683931
21.74419451,22.0871509,30.35069452
12.5195902,31.15283833,42.59455931
21.31633916,22.45994609,22.68920496
13.74775804,19.35594324,28.38887547
17.14040069,16.38386896,35.24010444
18.17530885,31.4187131,42.08612629
25.51166473,16.27179978,23.08321017
20.22851297,24.48045658,28.28532695
20.54463658,28.48203189,30.11479664
21.37266773,31.86202941,36.16096605
25.31427054,29.62684656,29.84872612
18.76640907,25.38524638,29.08500268
21.07784887,40.02974291,36.12043215
22.75814975,15.55438795,28.75975319
22.08219487,23.61080985,30.81826369
28.19376232,29.89357909,33.43719313
26.04050233,24.35178407,40.7979944
22.05783604,28.91264076,33.4766067
19.80859637,21.14372719,32.57967444
9.668822959,22.69592751,38.50826663
6.267422968,29.37921807,26.76373144
13.73469879,23.02695716,34.36290666
17.08810684,29.62173644,34.94119281
27.23051848,22.09354613,27.42387422
18.37322417,24.42906425,26.26918131
24.08081668,20.13191921,37.02777296
27.47466864,20.00288719,31.521537
12.55553195,32.02967403,26.48598005
11.53197071,17.54500851,31.44341181
21.61813095,26.9798366,33.1457497
19.74883299,27.79538702,30.52535813
33.96011237,38.04222994,27.77664165
19.38718857,26.73931311,32.36040704
30.00050468,26.45391485,26.8791049
20.7909502,25.84744467,29.72827239
26.18049371,31.9604552,45.50561413
26.66057642,30.13524503,42.00645978
19.88557114,23.73943961,31.73665892
19.85664037,26.31682373,26.70023776
16.32912968,19.52360891,39.95673693
11.59901467,25.84000859,21.41421723
16.77635703,32.04627772,33.89183926
23.70286221,23.22664171,32.58852733
14.75635182,25.90676872,36.25344647
22.76317398,27.80863054,39.28837802
12.07527674,31.77914557,25.99678165
19.12692549,22.94301733,23.64606145
27.29737509,16.58753573,42.57319274
12.46579744,13.5094085,31.31789897
20.63244366,27.9938939,42.63735355
29.33559729,30.67571015,27.64934954
10.97847234,16.37121492,35.39141502
10.35259597,19.63266279,24.46380339
16.62373971,25.1022018,28.74503292
28.84038344,14.60768436,32.86495996
27.3306217,22.9332635,38.89403474
23.7636568,14.959074,27.03942251
31.22752766,26.40890799,34.36375479
31.92834521,25.21389214,30.80868344
18.21347087,19.9468779,31.06393273
18.41941008,24.12375083,35.49427914
17.87943191,16.46924789,33.77038861
19.57296656,24.73993462,25.99831792
17.16145853,29.85589509,20.9991474
14.2806994,18.55797264,33.54497526
19.63323182,32.41770051,25.39274029
27.1187902,22.59182323,34.71156614
16.33597038,30.28871474,39.06533511
24.78398135,30.64950616,26.23232328
14.40216712,26.44619039,37.8221024
19.06684682,32.01939187,35.42223917
26.27857073,25.63765298,31.28651736
24.62492751,34.83017823,31.44204519
25.25902834,24.22831893,24.84161782
20.00154412,23.2233618,33.38318009
34.08768181,33.71837222,30.10076392
26.3732961,34.56031429,24.53010202
21.12495383,27.79414257,24.85324026
30.12029884,28.25609519,36.95232492
